RequestedDateTime,Rig,Material,QtyRequested,ReceivedDateTime,QtyReceived,Vessel,OriginPort
4/7/2021 8:00,DeltaRig,DryBulk,3100,4/11/2021 19:51,3100,150F,HamburgPort
4/7/2021 8:00,DeltaRig,Pipe,5,4/11/2021 21:05,5,150F,HamburgPort
4/8/2021 8:00,AlphaRig,Casing,9,4/11/2021 2:06,9,150B,RotterdamPort
4/8/2021 8:00,BetaRig,DeckCargo,25,4/13/2021 6:58,25,150D,RotterdamPort
4/8/2021 8:00,BetaRig,Fuel,2700,4/13/2021 11:08,2700,150D,RotterdamPort
4/8/2021 8:00,BetaRig,DryBulk,2700,4/13/2021 12:29,2700,150D,RotterdamPort
4/8/2021 8:00,BetaRig,Pipe,5,4/13/2021 13:34,5,150D,RotterdamPort
4/8/2021 8:00,CharlieRig,DeckCargo,5,4/13/2021 5:46,5,150G,HamburgPort
4/8/2021 8:00,CharlieRig,LiquidBulk,3400,4/22/2021 14:30,3400,150J,HamburgPort
4/8/2021 8:00,CharlieRig,Fuel,8300,4/27/2021 19:30,8300,150G,HamburgPort
4/8/2021 8:00,CharlieRig,Casing,20,4/27/2021 23:39,20,150G,HamburgPort
4/8/2021 8:00,CharlieRig,DryBulk,2000,4/22/2021 15:38,2000,150J,HamburgPort
4/8/2021 8:00,DeltaRig,DeckCargo,7,4/14/2021 18:26,7,150H,HamburgPort
4/8/2021 8:00,DeltaRig,Fuel,8600,4/26/2021 23:25,8600,150F,HamburgPort
4/8/2021 8:00,DeltaRig,Casing,12,4/26/2021 19:43,12,150E,HamburgPort
4/8/2021 8:00,DeltaRig,Pipe,18,4/26/2021 22:19,18,150E,HamburgPort
4/9/2021 8:00,AlphaRig,Casing,20,4/11/2021 4:03,20,150B,RotterdamPort
4/9/2021 8:00,AlphaRig,DryBulk,2600,4/12/2021 16:27,2600,150A,RotterdamPort
4/9/2021 8:00,AlphaRig,Pipe,18,4/12/2021 17:29,18,150A,RotterdamPort
4/9/2021 8:00,BetaRig,LiquidBulk,3600,4/13/2021 14:49,3600,150D,RotterdamPort
4/9/2021 8:00,BetaRig,Fuel,2100,4/13/2021 16:01,2100,150D,RotterdamPort
4/9/2021 8:00,CharlieRig,DeckCargo,7,4/13/2021 1:10,7,150G,HamburgPort
4/9/2021 8:00,CharlieRig,Fuel,7600,4/27/2021 20:46,7600,150J,HamburgPort
4/9/2021 8:00,CharlieRig,Casing,12,4/13/2021 2:19,12,150G,HamburgPort
4/9/2021 8:00,CharlieRig,DryBulk,2100,4/13/2021 4:55,2100,150G,HamburgPort
4/9/2021 8:00,CharlieRig,Pipe,18,4/28/2021 0:34,18,150J,HamburgPort
4/9/2021 8:00,DeltaRig,DeckCargo,32,4/14/2021 0:39,32,150H,HamburgPort
4/9/2021 8:00,DeltaRig,LiquidBulk,4100,4/14/2021 5:58,4100,150H,HamburgPort
4/9/2021 8:00,DeltaRig,DryBulk,2600,4/14/2021 7:20,2600,150H,HamburgPort
4/10/2021 8:00,AlphaRig,LiquidBulk,1200,4/13/2021 6:22,1200,150A,RotterdamPort
4/10/2021 8:00,AlphaRig,Casing,20,4/14/2021 12:54,20,150B,RotterdamPort
4/10/2021 8:00,BetaRig,DeckCargo,7,4/12/2021 18:31,7,150C,RotterdamPort
4/10/2021 8:00,BetaRig,LiquidBulk,3600,4/12/2021 19:41,3600,150C,RotterdamPort
4/10/2021 8:00,BetaRig,Fuel,2700,4/12/2021 20:53,2700,150C,RotterdamPort
4/10/2021 8:00,BetaRig,Casing,12,4/13/2021 1:22,12,150D,RotterdamPort
4/10/2021 8:00,BetaRig,DryBulk,2500,4/12/2021 22:14,2500,150C,RotterdamPort
4/10/2021 8:00,BetaRig,Pipe,12,4/13/2021 3:58,12,150D,RotterdamPort
4/10/2021 8:00,CharlieRig,DeckCargo,5,4/28/2021 3:59,5,150G,HamburgPort
4/10/2021 8:00,CharlieRig,Casing,20,4/28/2021 4:49,20,150G,HamburgPort
4/10/2021 8:00,CharlieRig,Pipe,18,4/28/2021 5:04,18,150J,HamburgPort
4/10/2021 8:00,DeltaRig,DeckCargo,32,4/20/2021 18:41,32,150G,HamburgPort
4/10/2021 8:00,DeltaRig,LiquidBulk,3000,4/27/2021 2:49,3000,150E,HamburgPort
4/10/2021 8:00,DeltaRig,Fuel,7400,5/1/2021 10:21,7400,150H,HamburgPort
4/10/2021 8:00,DeltaRig,Casing,9,4/27/2021 3:49,9,150E,HamburgPort
4/10/2021 8:00,DeltaRig,DryBulk,2500,5/1/2021 20:07,2500,150H,HamburgPort
4/11/2021 8:00,AlphaRig,Fuel,8100,4/12/2021 21:59,8100,150A,RotterdamPort
4/11/2021 8:00,AlphaRig,Casing,20,4/13/2021 2:02,20,150A,RotterdamPort
4/11/2021 8:00,AlphaRig,Pipe,18,4/14/2021 18:24,18,150B,RotterdamPort
4/11/2021 8:00,BetaRig,Fuel,2900,4/16/2021 19:17,2900,150A,RotterdamPort
4/11/2021 8:00,BetaRig,Casing,12,4/17/2021 1:45,12,150A,RotterdamPort
4/11/2021 8:00,CharlieRig,DeckCargo,5,4/28/2021 9:34,5,150J,HamburgPort
4/11/2021 8:00,CharlieRig,Fuel,7200,4/28/2021 10:24,7200,150J,HamburgPort
4/11/2021 8:00,CharlieRig,Casing,9,5/2/2021 5:17,9,150I,HamburgPort
4/11/2021 8:00,CharlieRig,DryBulk,2500,5/2/2021 7:14,2500,150I,HamburgPort
4/11/2021 8:00,DeltaRig,Casing,9,5/1/2021 21:07,9,150H,HamburgPort
4/11/2021 8:00,DeltaRig,DryBulk,1900,4/27/2021 5:46,1900,150E,HamburgPort
4/12/2021 8:00,AlphaRig,DeckCargo,7,4/14/2021 17:14,7,150B,RotterdamPort
4/12/2021 8:00,BetaRig,DeckCargo,7,4/17/2021 4:21,7,150A,RotterdamPort
4/12/2021 8:00,BetaRig,Fuel,2100,4/17/2021 5:31,2100,150A,RotterdamPort
4/12/2021 8:00,BetaRig,Casing,20,4/17/2021 6:34,20,150A,RotterdamPort
4/12/2021 8:00,BetaRig,DryBulk,2700,4/18/2021 4:17,2700,150C,RotterdamPort
4/12/2021 8:00,BetaRig,Pipe,5,4/18/2021 5:22,5,150C,RotterdamPort
4/12/2021 8:00,CharlieRig,DeckCargo,7,4/28/2021 12:59,7,150G,HamburgPort
4/12/2021 8:00,CharlieRig,LiquidBulk,3900,5/2/2021 8:14,3900,150I,HamburgPort
4/12/2021 8:00,CharlieRig,Fuel,1200,5/2/2021 9:32,1200,150I,HamburgPort
4/12/2021 8:00,CharlieRig,Pipe,18,5/2/2021 10:08,18,150I,HamburgPort
4/12/2021 8:00,DeltaRig,Fuel,1900,5/1/2021 23:04,1900,150H,HamburgPort
4/12/2021 8:00,DeltaRig,Casing,12,5/5/2021 4:35,12,150J,HamburgPort
4/12/2021 8:00,DeltaRig,DryBulk,2600,5/5/2021 0:25,2600,150G,HamburgPort
4/13/2021 8:00,AlphaRig,LiquidBulk,2300,4/14/2021 22:54,2300,150B,RotterdamPort
4/13/2021 8:00,AlphaRig,Fuel,1600,4/14/2021 23:40,1600,150B,RotterdamPort
4/13/2021 8:00,AlphaRig,Casing,20,4/15/2021 0:28,20,150B,RotterdamPort
4/13/2021 8:00,AlphaRig,DryBulk,2300,4/15/2021 4:48,2300,150B,RotterdamPort
4/13/2021 8:00,AlphaRig,Pipe,5,4/15/2021 5:43,5,150B,RotterdamPort
4/13/2021 8:00,BetaRig,DeckCargo,5,4/17/2021 10:54,5,150A,RotterdamPort
4/13/2021 8:00,BetaRig,Casing,12,4/18/2021 6:37,12,150C,RotterdamPort
4/13/2021 8:00,BetaRig,DryBulk,1900,4/18/2021 9:13,1900,150C,RotterdamPort
4/13/2021 8:00,BetaRig,Pipe,18,4/18/2021 9:58,18,150C,RotterdamPort
4/13/2021 8:00,CharlieRig,DeckCargo,32,5/4/2021 4:06,32,150F,HamburgPort
4/13/2021 8:00,CharlieRig,LiquidBulk,2500,5/3/2021 17:33,2500,150E,HamburgPort
4/13/2021 8:00,CharlieRig,Fuel,2400,5/4/2021 9:26,2400,150F,HamburgPort
4/13/2021 8:00,CharlieRig,Casing,12,5/3/2021 18:23,12,150E,HamburgPort
4/13/2021 8:00,CharlieRig,DryBulk,2600,5/3/2021 20:59,2600,150E,HamburgPort
4/13/2021 8:00,DeltaRig,DeckCargo,7,4/18/2021 0:41,7,150E,HamburgPort
4/13/2021 8:00,DeltaRig,LiquidBulk,3500,4/18/2021 1:51,3500,150E,HamburgPort
4/13/2021 8:00,DeltaRig,Casing,9,4/18/2021 3:01,9,150E,HamburgPort
4/13/2021 8:00,DeltaRig,DryBulk,2400,4/18/2021 4:58,2400,150E,HamburgPort
4/13/2021 8:00,DeltaRig,Pipe,18,4/18/2021 5:56,18,150E,HamburgPort
4/14/2021 8:00,AlphaRig,LiquidBulk,2400,4/17/2021 4:36,2400,150D,RotterdamPort
4/14/2021 8:00,AlphaRig,Fuel,7500,4/17/2021 5:24,7500,150D,RotterdamPort
4/14/2021 8:00,AlphaRig,Casing,20,4/17/2021 9:09,20,150D,RotterdamPort
4/14/2021 8:00,AlphaRig,Pipe,18,4/17/2021 13:29,18,150D,RotterdamPort
4/14/2021 8:00,BetaRig,DeckCargo,7,4/16/2021 20:44,7,150A,RotterdamPort
4/14/2021 8:00,BetaRig,Fuel,1300,4/16/2021 21:54,1300,150A,RotterdamPort
4/14/2021 8:00,BetaRig,Casing,9,4/16/2021 22:33,9,150A,RotterdamPort
4/14/2021 8:00,BetaRig,DryBulk,3100,4/17/2021 0:30,3100,150A,RotterdamPort
4/14/2021 8:00,CharlieRig,DeckCargo,7,4/17/2021 1:58,7,150J,HamburgPort
4/14/2021 8:00,CharlieRig,Fuel,7000,4/17/2021 3:07,7000,150J,HamburgPort
4/14/2021 8:00,CharlieRig,DryBulk,3000,4/17/2021 6:37,3000,150J,HamburgPort
4/14/2021 8:00,DeltaRig,DeckCargo,7,4/23/2021 7:47,7,150H,HamburgPort
4/14/2021 8:00,DeltaRig,LiquidBulk,1900,5/2/2021 0:01,1900,150H,HamburgPort
4/14/2021 8:00,DeltaRig,Fuel,1400,4/25/2021 10:59,1400,150I,HamburgPort
4/14/2021 8:00,DeltaRig,Casing,20,5/5/2021 7:11,20,150J,HamburgPort
4/14/2021 8:00,DeltaRig,DryBulk,3100,5/5/2021 1:28,3100,150G,HamburgPort
4/14/2021 8:00,DeltaRig,Pipe,18,5/5/2021 11:31,18,150J,HamburgPort
4/15/2021 8:00,AlphaRig,Fuel,7300,4/18/2021 7:28,7300,150B,RotterdamPort
4/15/2021 8:00,AlphaRig,DryBulk,3100,4/17/2021 17:59,3100,150D,RotterdamPort
4/15/2021 8:00,AlphaRig,Pipe,12,4/18/2021 18:13,12,150B,RotterdamPort
4/15/2021 8:00,BetaRig,LiquidBulk,2800,4/18/2021 14:28,2800,150C,RotterdamPort
4/15/2021 8:00,BetaRig,Fuel,2900,4/18/2021 15:24,2900,150C,RotterdamPort
4/15/2021 8:00,BetaRig,Casing,20,4/21/2021 9:41,20,150D,RotterdamPort
4/15/2021 8:00,BetaRig,DryBulk,1700,4/18/2021 16:51,1700,150C,RotterdamPort
4/15/2021 8:00,CharlieRig,DeckCargo,7,4/28/2021 14:09,7,150G,HamburgPort
4/15/2021 8:00,CharlieRig,Casing,20,5/3/2021 22:01,20,150E,HamburgPort
4/15/2021 8:00,CharlieRig,Pipe,50,5/4/2021 10:38,50,150F,HamburgPort
4/15/2021 8:00,DeltaRig,DeckCargo,7,4/23/2021 8:57,7,150H,HamburgPort
4/15/2021 8:00,DeltaRig,DryBulk,2400,5/5/2021 2:42,2400,150G,HamburgPort
4/16/2021 8:00,AlphaRig,Casing,12,4/18/2021 11:07,12,150B,RotterdamPort
4/16/2021 8:00,AlphaRig,Pipe,18,4/18/2021 13:43,18,150B,RotterdamPort
4/16/2021 8:00,BetaRig,DeckCargo,1,4/18/2021 17:32,1,150C,RotterdamPort
4/16/2021 8:00,BetaRig,LiquidBulk,1300,4/18/2021 17:42,1300,150C,RotterdamPort
4/16/2021 8:00,BetaRig,Fuel,7700,4/21/2021 14:01,7700,150D,RotterdamPort
4/16/2021 8:00,BetaRig,Casing,20,4/21/2021 17:52,20,150D,RotterdamPort
4/16/2021 8:00,CharlieRig,DeckCargo,5,4/19/2021 7:08,5,150F,HamburgPort
4/16/2021 8:00,CharlieRig,LiquidBulk,1900,4/19/2021 7:58,1900,150F,HamburgPort
4/16/2021 8:00,CharlieRig,Fuel,2400,4/19/2021 8:36,2400,150F,HamburgPort
4/16/2021 8:00,CharlieRig,Casing,20,4/19/2021 9:48,20,150F,HamburgPort
4/16/2021 8:00,CharlieRig,DryBulk,2200,5/4/2021 2:21,2200,150E,HamburgPort
4/16/2021 8:00,DeltaRig,LiquidBulk,2400,5/5/2021 16:01,2400,150J,HamburgPort
4/16/2021 8:00,DeltaRig,Pipe,12,5/5/2021 3:40,12,150G,HamburgPort
4/17/2021 8:00,AlphaRig,LiquidBulk,2700,4/18/2021 21:13,2700,150B,RotterdamPort
4/17/2021 8:00,AlphaRig,Fuel,3100,4/18/2021 22:07,3100,150B,RotterdamPort
4/17/2021 8:00,BetaRig,DryBulk,2300,4/21/2021 22:43,2300,150A,RotterdamPort
4/17/2021 8:00,BetaRig,Pipe,5,4/21/2021 22:12,5,150D,RotterdamPort
4/17/2021 8:00,CharlieRig,DeckCargo,5,4/28/2021 14:00,5,150J,HamburgPort
4/17/2021 8:00,CharlieRig,LiquidBulk,2700,5/4/2021 3:14,2700,150E,HamburgPort
4/17/2021 8:00,CharlieRig,Casing,12,5/4/2021 4:08,12,150E,HamburgPort
4/17/2021 8:00,DeltaRig,LiquidBulk,2300,5/5/2021 6:40,2300,150G,HamburgPort
4/18/2021 8:00,AlphaRig,DryBulk,2700,4/24/2021 6:52,2700,150B,RotterdamPort
4/18/2021 8:00,AlphaRig,Pipe,40,4/24/2021 7:57,40,150B,RotterdamPort
4/18/2021 8:00,BetaRig,DeckCargo,7,4/22/2021 1:07,7,150D,RotterdamPort
4/18/2021 8:00,BetaRig,LiquidBulk,1100,4/21/2021 23:38,1100,150A,RotterdamPort
4/18/2021 8:00,BetaRig,Fuel,2500,4/22/2021 0:00,2500,150A,RotterdamPort
4/18/2021 8:00,BetaRig,DryBulk,2800,4/22/2021 1:15,2800,150A,RotterdamPort
4/18/2021 8:00,BetaRig,Pipe,18,4/22/2021 2:22,18,150A,RotterdamPort
4/18/2021 8:00,CharlieRig,DeckCargo,7,5/2/2021 22:24,7,150I,HamburgPort
4/18/2021 8:00,CharlieRig,Pipe,18,5/5/2021 1:03,18,150F,HamburgPort
4/18/2021 8:00,DeltaRig,DeckCargo,7,4/27/2021 3:43,7,150F,HamburgPort
4/18/2021 8:00,DeltaRig,DryBulk,2900,5/5/2021 7:26,2900,150G,HamburgPort
4/19/2021 8:00,AlphaRig,LiquidBulk,3700,4/24/2021 18:39,3700,150B,RotterdamPort
4/19/2021 8:00,AlphaRig,Pipe,50,4/26/2021 10:28,50,150C,RotterdamPort
4/19/2021 8:00,BetaRig,DeckCargo,5,4/21/2021 23:27,5,150D,RotterdamPort
4/19/2021 8:00,BetaRig,LiquidBulk,2500,4/22/2021 0:17,2500,150D,RotterdamPort
4/19/2021 8:00,BetaRig,Fuel,2200,4/22/2021 6:52,2200,150A,RotterdamPort
4/19/2021 8:00,BetaRig,Casing,20,4/22/2021 7:58,20,150A,RotterdamPort
4/19/2021 8:00,BetaRig,DryBulk,2600,4/22/2021 12:18,2600,150A,RotterdamPort
4/19/2021 8:00,CharlieRig,DeckCargo,5,5/2/2021 23:34,5,150I,HamburgPort
4/19/2021 8:00,CharlieRig,LiquidBulk,2200,5/8/2021 2:28,2200,150I,HamburgPort
4/19/2021 8:00,CharlieRig,DryBulk,2700,5/8/2021 3:12,2700,150I,HamburgPort
4/19/2021 8:00,CharlieRig,Pipe,12,5/8/2021 4:16,12,150I,HamburgPort
4/19/2021 8:00,DeltaRig,LiquidBulk,2000,5/5/2021 8:35,2000,150G,HamburgPort
4/19/2021 8:00,DeltaRig,Casing,20,5/10/2021 11:59,20,150H,HamburgPort
4/20/2021 8:00,AlphaRig,LiquidBulk,2100,4/24/2021 17:57,2100,150B,RotterdamPort
4/20/2021 8:00,BetaRig,LiquidBulk,1800,4/26/2021 12:19,1800,150D,RotterdamPort
4/20/2021 8:00,BetaRig,Fuel,1900,4/26/2021 12:55,1900,150D,RotterdamPort
4/20/2021 8:00,BetaRig,Casing,20,4/26/2021 13:52,20,150D,RotterdamPort
4/20/2021 8:00,BetaRig,DryBulk,3000,4/26/2021 18:12,3000,150D,RotterdamPort
4/20/2021 8:00,CharlieRig,DeckCargo,5,5/3/2021 0:24,5,150I,HamburgPort
4/20/2021 8:00,CharlieRig,LiquidBulk,2400,5/8/2021 7:16,2400,150I,HamburgPort
4/20/2021 8:00,CharlieRig,DryBulk,2000,5/8/2021 8:04,2000,150I,HamburgPort
4/20/2021 8:00,CharlieRig,Pipe,5,5/4/2021 6:44,5,150E,HamburgPort
4/20/2021 8:00,DeltaRig,DeckCargo,25,4/24/2021 21:13,25,150I,HamburgPort
4/20/2021 8:00,DeltaRig,Fuel,2700,4/25/2021 1:23,2700,150I,HamburgPort
4/20/2021 8:00,DeltaRig,DryBulk,1800,4/25/2021 2:44,1800,150I,HamburgPort
4/20/2021 8:00,DeltaRig,Pipe,5,4/25/2021 3:27,5,150I,HamburgPort
4/21/2021 8:00,AlphaRig,DeckCargo,5,4/24/2021 19:53,5,150B,RotterdamPort
4/21/2021 8:00,BetaRig,DeckCargo,7,4/27/2021 7:16,7,150A,RotterdamPort
4/21/2021 8:00,BetaRig,LiquidBulk,3300,4/26/2021 20:33,3300,150D,RotterdamPort
4/21/2021 8:00,BetaRig,DryBulk,3100,4/26/2021 23:40,3100,150D,RotterdamPort
4/21/2021 8:00,BetaRig,Pipe,18,4/27/2021 8:26,18,150A,RotterdamPort
4/21/2021 8:00,CharlieRig,LiquidBulk,2500,5/8/2021 8:52,2500,150I,HamburgPort
4/21/2021 8:00,CharlieRig,Casing,20,5/8/2021 9:42,20,150I,HamburgPort
4/21/2021 8:00,CharlieRig,DryBulk,2700,5/9/2021 3:34,2700,150E,HamburgPort
4/21/2021 8:00,CharlieRig,Pipe,12,5/9/2021 4:39,12,150E,HamburgPort
4/21/2021 8:00,DeltaRig,DeckCargo,1,4/27/2021 4:53,1,150F,HamburgPort
4/21/2021 8:00,DeltaRig,Fuel,6900,5/10/2021 16:19,6900,150H,HamburgPort
4/21/2021 8:00,DeltaRig,DryBulk,2900,5/5/2021 9:15,2900,150G,HamburgPort
4/21/2021 8:00,DeltaRig,Pipe,12,5/10/2021 19:46,12,150H,HamburgPort
4/22/2021 8:00,AlphaRig,DeckCargo,5,4/24/2021 20:43,5,150B,RotterdamPort
4/22/2021 8:00,AlphaRig,LiquidBulk,1500,4/24/2021 21:33,1500,150B,RotterdamPort
4/22/2021 8:00,AlphaRig,Pipe,5,4/24/2021 22:03,5,150B,RotterdamPort
4/22/2021 8:00,BetaRig,DeckCargo,7,4/27/2021 0:55,7,150D,RotterdamPort
4/22/2021 8:00,BetaRig,Fuel,3000,4/27/2021 12:56,3000,150A,RotterdamPort
4/22/2021 8:00,BetaRig,DryBulk,2800,4/27/2021 14:26,2800,150A,RotterdamPort
4/22/2021 8:00,BetaRig,Pipe,5,4/27/2021 15:33,5,150A,RotterdamPort
4/22/2021 8:00,CharlieRig,DeckCargo,7,5/3/2021 1:14,7,150I,HamburgPort
4/22/2021 8:00,CharlieRig,LiquidBulk,2500,5/9/2021 14:29,2500,150E,HamburgPort
4/22/2021 8:00,CharlieRig,Fuel,2600,5/9/2021 15:19,2600,150E,HamburgPort
4/22/2021 8:00,CharlieRig,Casing,12,5/10/2021 7:12,12,150F,HamburgPort
4/22/2021 8:00,CharlieRig,DryBulk,2700,5/10/2021 9:48,2700,150F,HamburgPort
4/22/2021 8:00,DeltaRig,LiquidBulk,2400,4/26/2021 16:31,2400,150E,HamburgPort
4/22/2021 8:00,DeltaRig,Fuel,2300,4/26/2021 17:19,2300,150E,HamburgPort
4/22/2021 8:00,DeltaRig,Pipe,5,4/26/2021 18:28,5,150E,HamburgPort
4/23/2021 8:00,AlphaRig,Fuel,2200,4/24/2021 23:18,2200,150B,RotterdamPort
4/23/2021 8:00,AlphaRig,Casing,20,4/26/2021 22:58,20,150C,RotterdamPort
4/23/2021 8:00,AlphaRig,Pipe,5,4/27/2021 3:18,5,150C,RotterdamPort
4/23/2021 8:00,BetaRig,LiquidBulk,1500,4/27/2021 16:48,1500,150A,RotterdamPort
4/23/2021 8:00,BetaRig,Fuel,2000,4/27/2021 17:18,2000,150A,RotterdamPort
4/23/2021 8:00,BetaRig,Pipe,12,4/27/2021 18:18,12,150A,RotterdamPort
4/23/2021 8:00,CharlieRig,LiquidBulk,1400,5/5/2021 5:33,1400,150F,HamburgPort
4/23/2021 8:00,CharlieRig,Casing,9,5/10/2021 10:53,9,150F,HamburgPort
4/23/2021 8:00,CharlieRig,DryBulk,2300,5/10/2021 23:34,2300,150F,HamburgPort
4/23/2021 8:00,CharlieRig,Pipe,12,5/12/2021 0:19,12,150G,HamburgPort
4/23/2021 8:00,DeltaRig,LiquidBulk,1300,5/5/2021 10:25,1300,150G,HamburgPort
4/23/2021 8:00,DeltaRig,Fuel,8300,5/14/2021 0:24,8300,150J,HamburgPort
4/23/2021 8:00,DeltaRig,Pipe,18,5/10/2021 22:46,18,150H,HamburgPort
4/24/2021 8:00,AlphaRig,LiquidBulk,1600,4/27/2021 4:33,1600,150C,RotterdamPort
4/24/2021 8:00,AlphaRig,Pipe,50,4/28/2021 8:41,50,150B,RotterdamPort
4/24/2021 8:00,BetaRig,DeckCargo,7,4/26/2021 19:24,7,150D,RotterdamPort
4/24/2021 8:00,BetaRig,LiquidBulk,2300,4/26/2021 21:39,2300,150D,RotterdamPort
4/24/2021 8:00,BetaRig,Pipe,5,4/26/2021 22:25,5,150D,RotterdamPort
4/24/2021 8:00,CharlieRig,DeckCargo,5,5/8/2021 14:02,5,150I,HamburgPort
4/24/2021 8:00,CharlieRig,LiquidBulk,2700,5/12/2021 3:19,2700,150G,HamburgPort
4/24/2021 8:00,CharlieRig,Fuel,6800,5/12/2021 4:13,6800,150G,HamburgPort
4/24/2021 8:00,CharlieRig,DryBulk,2600,5/12/2021 7:37,2600,150G,HamburgPort
4/24/2021 8:00,DeltaRig,Casing,9,5/11/2021 3:16,9,150H,HamburgPort
4/24/2021 8:00,DeltaRig,Pipe,5,5/5/2021 20:31,5,150J,HamburgPort
4/25/2021 8:00,AlphaRig,DeckCargo,7,4/27/2021 5:05,7,150C,RotterdamPort
4/25/2021 8:00,AlphaRig,Casing,9,4/27/2021 6:15,9,150C,RotterdamPort
4/25/2021 8:00,AlphaRig,Pipe,50,5/1/2021 15:42,50,150C,RotterdamPort
4/25/2021 8:00,BetaRig,DeckCargo,7,4/27/2021 21:18,7,150A,RotterdamPort
4/25/2021 8:00,BetaRig,LiquidBulk,3400,4/27/2021 22:28,3400,150A,RotterdamPort
4/25/2021 8:00,BetaRig,Fuel,2600,5/1/2021 15:33,2600,150D,RotterdamPort
4/25/2021 8:00,BetaRig,Pipe,12,5/1/2021 16:51,12,150D,RotterdamPort
4/25/2021 8:00,CharlieRig,DeckCargo,5,4/28/2021 9:09,5,150G,HamburgPort
4/25/2021 8:00,CharlieRig,Pipe,12,4/28/2021 9:59,12,150G,HamburgPort
4/25/2021 8:00,DeltaRig,DeckCargo,1,5/2/2021 0:39,1,150H,HamburgPort
4/25/2021 8:00,DeltaRig,Fuel,2200,5/15/2021 5:21,2200,150I,HamburgPort
4/26/2021 8:00,AlphaRig,LiquidBulk,2100,4/28/2021 21:11,2100,150B,RotterdamPort
4/26/2021 8:00,AlphaRig,Casing,9,4/28/2021 21:53,9,150B,RotterdamPort
4/26/2021 8:00,AlphaRig,DryBulk,2400,4/28/2021 23:50,2400,150B,RotterdamPort
4/26/2021 8:00,BetaRig,LiquidBulk,1300,5/1/2021 19:51,1300,150D,RotterdamPort
4/26/2021 8:00,BetaRig,Fuel,6900,5/1/2021 20:17,6900,150D,RotterdamPort
4/26/2021 8:00,BetaRig,Casing,9,5/1/2021 23:44,9,150D,RotterdamPort
4/26/2021 8:00,BetaRig,DryBulk,2300,5/2/2021 1:41,2300,150D,RotterdamPort
4/26/2021 8:00,BetaRig,Pipe,18,5/2/2021 2:37,18,150D,RotterdamPort
4/26/2021 8:00,CharlieRig,DeckCargo,5,5/8/2021 15:48,5,150I,HamburgPort
4/26/2021 8:00,CharlieRig,LiquidBulk,2600,5/12/2021 10:46,2600,150G,HamburgPort
4/26/2021 8:00,CharlieRig,Casing,12,5/12/2021 11:38,12,150G,HamburgPort
4/26/2021 8:00,CharlieRig,DryBulk,2300,5/14/2021 22:21,2300,150E,HamburgPort
4/26/2021 8:00,CharlieRig,Pipe,18,5/14/2021 23:16,18,150E,HamburgPort
4/26/2021 8:00,DeltaRig,Fuel,2500,5/15/2021 6:27,2500,150I,HamburgPort
4/26/2021 8:00,DeltaRig,Casing,20,5/15/2021 7:42,20,150I,HamburgPort
4/26/2021 8:00,DeltaRig,Pipe,12,5/15/2021 12:02,12,150I,HamburgPort
4/27/2021 8:00,AlphaRig,Fuel,2100,4/29/2021 0:48,2100,150B,RotterdamPort
4/27/2021 8:00,AlphaRig,Casing,12,4/29/2021 1:51,12,150B,RotterdamPort
4/27/2021 8:00,BetaRig,DeckCargo,7,5/2/2021 7:07,7,150D,RotterdamPort
4/27/2021 8:00,BetaRig,LiquidBulk,1600,5/2/2021 11:04,1600,150A,RotterdamPort
4/27/2021 8:00,BetaRig,Casing,9,5/2/2021 11:36,9,150A,RotterdamPort
4/27/2021 8:00,BetaRig,DryBulk,3200,5/2/2021 13:33,3200,150A,RotterdamPort
4/27/2021 8:00,CharlieRig,DeckCargo,32,5/15/2021 3:46,32,150E,HamburgPort
4/27/2021 8:00,CharlieRig,Fuel,7000,5/15/2021 9:06,7000,150E,HamburgPort
4/27/2021 8:00,CharlieRig,Casing,20,5/15/2021 12:36,20,150E,HamburgPort
4/27/2021 8:00,DeltaRig,DeckCargo,5,5/1/2021 14:03,5,150H,HamburgPort
4/27/2021 8:00,DeltaRig,LiquidBulk,2200,5/1/2021 14:53,2200,150H,HamburgPort
4/27/2021 8:00,DeltaRig,Pipe,18,5/1/2021 15:37,18,150H,HamburgPort
4/28/2021 8:00,AlphaRig,LiquidBulk,2900,5/2/2021 4:12,2900,150C,RotterdamPort
4/28/2021 8:00,AlphaRig,Fuel,1300,5/2/2021 5:10,1300,150C,RotterdamPort
4/28/2021 8:00,BetaRig,LiquidBulk,1900,5/2/2021 14:19,1900,150B,RotterdamPort
4/28/2021 8:00,BetaRig,Casing,9,5/2/2021 14:49,9,150A,RotterdamPort
4/28/2021 8:00,BetaRig,DryBulk,2900,5/2/2021 16:46,2900,150A,RotterdamPort
4/28/2021 8:00,BetaRig,Pipe,12,5/2/2021 17:56,12,150A,RotterdamPort
4/28/2021 8:00,CharlieRig,DeckCargo,7,5/8/2021 16:38,7,150I,HamburgPort
4/28/2021 8:00,CharlieRig,LiquidBulk,2600,5/16/2021 0:21,2600,150F,HamburgPort
4/28/2021 8:00,CharlieRig,Fuel,3000,5/16/2021 1:13,3000,150F,HamburgPort
4/28/2021 8:00,CharlieRig,Casing,20,5/16/2021 2:43,20,150F,HamburgPort
4/28/2021 8:00,CharlieRig,DryBulk,2500,5/16/2021 7:03,2500,150F,HamburgPort
4/28/2021 8:00,CharlieRig,Pipe,50,5/17/2021 20:28,50,150G,HamburgPort
